code_ins_patient;code_postal_patient;commune_patient;classe_âge;numéro_agrément_hôpital;commune_hôpital;nom_hôpital;part_de_marché;total_par_classe_âge_et_commune_patient;total_par_commune_patient
11001;2630;Aartselaar;Enfants;9;Anvers;Ziekenhuisnetwerk Antwerpen;0.1818181818181818;99;2309
11001;2630;Aartselaar;Enfants;99;Anvers;GZA ziekenhuizen;0.5151515151515151;99;2309
11001;2630;Aartselaar;Enfants;300;Edegem;UZ Antwerpen;0.1919191919191919;99;2309
11001;2630;Aartselaar;Actifs;9;Anvers;Ziekenhuisnetwerk Antwerpen;0.1514257620452311;1017;2309
11001;2630;Aartselaar;Actifs;99;Anvers;GZA ziekenhuizen;0.2064896755162242;1017;2309
11001;2630;Aartselaar;Actifs;300;Edegem;UZ Antwerpen;0.2831858407079646;1017;2309
11001;2630;Aartselaar;Actifs;314;Rumst;AZ Heilige Familie;0.2163225172074729;1017;2309
11001;2630;Aartselaar;Retraités;9;Anvers;Ziekenhuisnetwerk Antwerpen;0.1475272422464375;1193;2309
11001;2630;Aartselaar;Retraités;99;Anvers;GZA ziekenhuizen;0.1743503772003353;1193;2309
11001;2630;Aartselaar;Retraités;300;Edegem;UZ Antwerpen;0.2062028499580889;1193;2309
11001;2630;Aartselaar;Retraités;314;Rumst;AZ Heilige Familie;0.366303436714166;1193;2309
11002;2000;Anvers;Enfants;9;Anvers;Ziekenhuisnetwerk Antwerpen;0.4112058465286236;8210;81673
11002;2000;Anvers;Enfants;99;Anvers;GZA ziekenhuizen;0.2574908647990256;8210;81673
11002;2000;Anvers;Enfants;300;Edegem;UZ Antwerpen;0.09963459196102314;8210;81673
11002;2000;Anvers;Enfants;682;Anvers;AZ Monica;0.1170523751522533;8210;81673
11002;2000;Anvers;Actifs;9;Anvers;Ziekenhuisnetwerk Antwerpen;0.3722473456547385;40688;81673
11002;2000;Anvers;Actifs;99;Anvers;GZA ziekenhuizen;0.2774282343688557;40688;81673
11002;2000;Anvers;Actifs;300;Edegem;UZ Antwerpen;0.1045517105780574;40688;81673
11002;2000;Anvers;Actifs;682;Anvers;AZ Monica;0.1264009044435706;40688;81673
11002;2000;Anvers;Retraités;9;Anvers;Ziekenhuisnetwerk Antwerpen;0.4491228070175439;32775;81673
11002;2000;Anvers;Retraités;99;Anvers;GZA ziekenhuizen;0.2576353928299008;32775;81673
11002;2000;Anvers;Retraités;300;Edegem;UZ Antwerpen;0.06559877955758962;32775;81673
11002;2000;Anvers;Retraités;682;Anvers;AZ Monica;0.1362013729977117;32775;81673
11004;2530;Boechout;Enfants;9;Anvers;Ziekenhuisnetwerk Antwerpen;0.1386861313868613;137;1744
11004;2530;Boechout;Enfants;97;Lierre;Heilig-Hartziekenhuis;0.2773722627737226;137;1744
11004;2530;Boechout;Enfants;99;Anvers;GZA ziekenhuizen;0.291970802919708;137;1744
11004;2530;Boechout;Enfants;300;Edegem;UZ Antwerpen;0.1240875912408759;137;1744
11004;2530;Boechout;Enfants;322;Louvain;UZ Leuven;0.072992700729927;137;1744
11004;2530;Boechout;Actifs;9;Anvers;Ziekenhuisnetwerk Antwerpen;0.1047729918509895;859;1744
11004;2530;Boechout;Actifs;97;Lierre;Heilig-Hartziekenhuis;0.1862630966239814;859;1744
11004;2530;Boechout;Actifs;99;Anvers;GZA ziekenhuizen;0.429569266589057;859;1744
11004;2530;Boechout;Actifs;300;Edegem;UZ Antwerpen;0.1175785797438882;859;1744
11004;2530;Boechout;Actifs;682;Anvers;AZ Monica;0.0640279394644936;859;1744
11004;2530;Boechout;Retraités;9;Anvers;Ziekenhuisnetwerk Antwerpen;0.06149732620320856;748;1744
11004;2530;Boechout;Retraités;97;Lierre;Heilig-Hartziekenhuis;0.267379679144385;748;1744
11004;2530;Boechout;Retraités;99;Anvers;GZA ziekenhuizen;0.482620320855615;748;1744
11004;2530;Boechout;Retraités;300;Edegem;UZ Antwerpen;0.09358288770053476;748;1744
11005;2850;Boom;Enfants;9;Anvers;Ziekenhuisnetwerk Antwerpen;0.2117647058823529;255;3230
11005;2850;Boom;Enfants;99;Anvers;GZA ziekenhuizen;0.1607843137254902;255;3230
11005;2850;Boom;Enfants;300;Edegem;UZ Antwerpen;0.3372549019607843;255;3230
11005;2850;Boom;Actifs;9;Anvers;Ziekenhuisnetwerk Antwerpen;0.1018577834721332;1561;3230
11005;2850;Boom;Actifs;99;Anvers;GZA ziekenhuizen;0.1037796284433056;1561;3230
