code_ins;code_postal;commune_patient;nombre_de_séjours_par_comunne_patient;classe;nombre_de_séjours_par_âge;numéro_agrément_hôpital;dénomination;commune_hôpital;nombre_de_séjours_par_hôpital_comunne_patient_âge;part_de_marché
11001;2630;Aartselaar;3366;Moins de 15 ans;130;9;Ziekenhuisnetwerk Antwerpen;Anvers;26;0.2
11001;2630;Aartselaar;3366;Moins de 15 ans;130;99;GZA ziekenhuizen;Anvers;22;0.1692308
11001;2630;Aartselaar;3366;Moins de 15 ans;130;300;UZ Antwerpen;Edegem;16;0.1230769
11001;2630;Aartselaar;3366;Moins de 15 ans;130;314;AZ Rivierenland;Rumst;40;0.3076923
11001;2630;Aartselaar;3366;Moins de 15 ans;130;322;UZ Leuven;Louvain;6;0.0461538
11001;2630;Aartselaar;3366;Moins de 15 ans;130;682;AZ Monica;Anvers;8;0.0615385
11001;2630;Aartselaar;3366;De 15 à 64 ans;1614;9;Ziekenhuisnetwerk Antwerpen;Anvers;205;0.1270136
11001;2630;Aartselaar;3366;De 15 à 64 ans;1614;26;AZ Sint-Maarten;Malines;19;0.011772
11001;2630;Aartselaar;3366;De 15 à 64 ans;1614;97;Heilig-Hartziekenhuis;Lierre;12;0.0074349
11001;2630;Aartselaar;3366;De 15 à 64 ans;1614;99;GZA ziekenhuizen;Anvers;396;0.2453532
11001;2630;Aartselaar;3366;De 15 à 64 ans;1614;104;AZ Rivierenland;Rumst;22;0.0136307
11001;2630;Aartselaar;3366;De 15 à 64 ans;1614;143;UZ Brussel;Jette;6;0.0037175
11001;2630;Aartselaar;3366;De 15 à 64 ans;1614;300;UZ Antwerpen;Edegem;291;0.1802974
11001;2630;Aartselaar;3366;De 15 à 64 ans;1614;314;AZ Rivierenland;Rumst;507;0.3141264
11001;2630;Aartselaar;3366;De 15 à 64 ans;1614;322;UZ Leuven;Louvain;13;0.0080545
11001;2630;Aartselaar;3366;De 15 à 64 ans;1614;595;AZ Nikolaas;Saint-Nicolas (Flandre orientale);8;0.0049566
11001;2630;Aartselaar;3366;De 15 à 64 ans;1614;682;AZ Monica;Anvers;100;0.0619579
11001;2630;Aartselaar;3366;De 15 à 64 ans;1614;689;Imelda Ziekenhuis;Bonheiden;6;0.0037175
11001;2630;Aartselaar;3366;65 ans et plus;1622;9;Ziekenhuisnetwerk Antwerpen;Anvers;262;0.161529
11001;2630;Aartselaar;3366;65 ans et plus;1622;26;AZ Sint-Maarten;Malines;7;0.0043157
11001;2630;Aartselaar;3366;65 ans et plus;1622;99;GZA ziekenhuizen;Anvers;333;0.2053021
11001;2630;Aartselaar;3366;65 ans et plus;1622;104;AZ Rivierenland;Rumst;20;0.0123305
11001;2630;Aartselaar;3366;65 ans et plus;1622;300;UZ Antwerpen;Edegem;364;0.2244143
11001;2630;Aartselaar;3366;65 ans et plus;1622;314;AZ Rivierenland;Rumst;533;0.3286067
11001;2630;Aartselaar;3366;65 ans et plus;1622;670;UZ Gent;Gand;35;0.0215783
11001;2630;Aartselaar;3366;65 ans et plus;1622;682;AZ Monica;Anvers;48;0.0295931
11002;2000;Anvers;89029;Moins de 15 ans;7443;9;Ziekenhuisnetwerk Antwerpen;Anvers;3788;0.5089346
11002;2000;Anvers;89029;Moins de 15 ans;7443;26;AZ Sint-Maarten;Malines;23;0.0030902
11002;2000;Anvers;89029;Moins de 15 ans;7443;97;Heilig-Hartziekenhuis;Lierre;13;0.0017466
11002;2000;Anvers;89029;Moins de 15 ans;7443;99;GZA ziekenhuizen;Anvers;1238;0.1663308
11002;2000;Anvers;89029;Moins de 15 ans;7443;108;RZ Heilig Hart;Louvain;9;0.0012092
11002;2000;Anvers;89029;Moins de 15 ans;7443;143;UZ Brussel;Jette;51;0.0068521
11002;2000;Anvers;89029;Moins de 15 ans;7443;265;AZ Lokeren;Lokeren;7;0.0009405
11002;2000;Anvers;89029;Moins de 15 ans;7443;300;UZ Antwerpen;Edegem;532;0.0714766
11002;2000;Anvers;89029;Moins de 15 ans;7443;308;AZ Herentals;Herentals;8;0.0010748
11002;2000;Anvers;89029;Moins de 15 ans;7443;314;AZ Rivierenland;Rumst;103;0.0138385
11002;2000;Anvers;89029;Moins de 15 ans;7443;322;UZ Leuven;Louvain;80;0.0107484
11002;2000;Anvers;89029;Moins de 15 ans;7443;536;AZ Sint-Jozef Malle;Malle;16;0.0021497
11002;2000;Anvers;89029;Moins de 15 ans;7443;595;AZ Nikolaas;Saint-Nicolas (Flandre orientale);13;0.0017466
11002;2000;Anvers;89029;Moins de 15 ans;7443;670;UZ Gent;Gand;51;0.0068521
11002;2000;Anvers;89029;Moins de 15 ans;7443;682;AZ Monica;Anvers;1215;0.1632406
11002;2000;Anvers;89029;Moins de 15 ans;7443;710;AZ Klina;Brasschaat;242;0.0325138
11002;2000;Anvers;89029;Moins de 15 ans;7443;713;AZ Jan Palfijn Gent;Gand;6;0.0008061
11002;2000;Anvers;89029;Moins de 15 ans;7443;723;Centre Hospitalier Interrégional Édith Cavell;Anderlecht;5;0.0006718
11002;2000;Anvers;89029;De 15 à 64 ans;49413;9;Ziekenhuisnetwerk Antwerpen;Anvers;18290;0.3701455
11002;2000;Anvers;89029;De 15 à 64 ans;49413;12;AZ Sint-Blasius;Termonde;17;0.000344
11002;2000;Anvers;89029;De 15 à 64 ans;49413;17;AZ Maria Middelares;Gand;19;0.0003845
11002;2000;Anvers;89029;De 15 à 64 ans;49413;26;AZ Sint-Maarten;Malines;253;0.0051201
11002;2000;Anvers;89029;De 15 à 64 ans;49413;32;AZ Alma;Eeklo;5;0.0001012
11002;2000;Anvers;89029;De 15 à 64 ans;49413;49;AZ Sint-Jan Brugge - Oostende;Bruges;22;0.0004452
11002;2000;Anvers;89029;De 15 à 64 ans;49413;63;AZ Turnhout;Turnhout;111;0.0022464
11002;2000;Anvers;89029;De 15 à 64 ans;49413;76;CHU Saint-Pierre;Bruxelles;25;0.0005059
11002;2000;Anvers;89029;De 15 à 64 ans;49413;77;CHU Brugmann;Bruxelles;12;0.0002429
11002;2000;Anvers;89029;De 15 à 64 ans;49413;79;Institut Jules Bordet;Bruxelles;41;0.0008297
11002;2000;Anvers;89029;De 15 à 64 ans;49413;87;Hôpitaux Iris Sud;Etterbeek;10;0.0002024
11002;2000;Anvers;89029;De 15 à 64 ans;49413;97;Heilig-Hartziekenhuis;Lierre;134;0.0027118
11002;2000;Anvers;89029;De 15 à 64 ans;49413;99;GZA ziekenhuizen;Anvers;12839;0.2598304
11002;2000;Anvers;89029;De 15 à 64 ans;49413;102;Heilig-Hartziekenhuis;Mol;32;0.0006476
11002;2000;Anvers;89029;De 15 à 64 ans;49413;104;AZ Rivierenland;Rumst;56;0.0011333
11002;2000;Anvers;89029;De 15 à 64 ans;49413;106;AZ Sint-Maria;Hal (Brabant flamand);5;0.0001012
11002;2000;Anvers;89029;De 15 à 64 ans;49413;108;RZ Heilig Hart;Louvain;61;0.0012345
11002;2000;Anvers;89029;De 15 à 64 ans;49413;109;RZ Heilig Hart Tienen;Tirlemont;14;0.0002833
11002;2000;Anvers;89029;De 15 à 64 ans;49413;110;Clinique Saint-Jean;Bruxelles;10;0.0002024
11002;2000;Anvers;89029;De 15 à 64 ans;49413;111;Cliniques de l'Europe;Uccle;7;0.0001417
11002;2000;Anvers;89029;De 15 à 64 ans;49413;117;AZ Delta;Roulers;22;0.0004452
11002;2000;Anvers;89029;De 15 à 64 ans;49413;126;Onze-Lieve-Vrouwziekenhuis;Alost (Flandre orientale);28;0.0005667
