nis_code_patiënt;postcode_patiënt;gemeente_patiënt;leeftijdsgroep;erkenningsnummer_ziekenhuis;gemeente_ziekenhuis;naam_ziekenhuis;marktaandeel;totaal_aantal_patiënten_per_leeftijd_en_per_gemeente;totaal_patiënten_per_gemeente
11001;2630;Aartselaar;Kinderen;9;Antwerpen;Ziekenhuisnetwerk Antwerpen;0.1818181818181818;99;2309
11001;2630;Aartselaar;Kinderen;99;Antwerpen;GZA ziekenhuizen;0.5151515151515151;99;2309
11001;2630;Aartselaar;Kinderen;300;Edegem;UZ Antwerpen;0.1919191919191919;99;2309
11001;2630;Aartselaar;Actieven;9;Antwerpen;Ziekenhuisnetwerk Antwerpen;0.1514257620452311;1017;2309
11001;2630;Aartselaar;Actieven;99;Antwerpen;GZA ziekenhuizen;0.2064896755162242;1017;2309
11001;2630;Aartselaar;Actieven;300;Edegem;UZ Antwerpen;0.2831858407079646;1017;2309
11001;2630;Aartselaar;Actieven;314;Rumst;AZ Heilige Familie;0.2163225172074729;1017;2309
11001;2630;Aartselaar;Bejaarden;9;Antwerpen;Ziekenhuisnetwerk Antwerpen;0.1475272422464375;1193;2309
11001;2630;Aartselaar;Bejaarden;99;Antwerpen;GZA ziekenhuizen;0.1743503772003353;1193;2309
11001;2630;Aartselaar;Bejaarden;300;Edegem;UZ Antwerpen;0.2062028499580889;1193;2309
11001;2630;Aartselaar;Bejaarden;314;Rumst;AZ Heilige Familie;0.366303436714166;1193;2309
11002;2000;Antwerpen;Kinderen;9;Antwerpen;Ziekenhuisnetwerk Antwerpen;0.4112058465286236;8210;81673
11002;2000;Antwerpen;Kinderen;99;Antwerpen;GZA ziekenhuizen;0.2574908647990256;8210;81673
11002;2000;Antwerpen;Kinderen;300;Edegem;UZ Antwerpen;0.09963459196102314;8210;81673
11002;2000;Antwerpen;Kinderen;682;Antwerpen;AZ Monica;0.1170523751522533;8210;81673
11002;2000;Antwerpen;Actieven;9;Antwerpen;Ziekenhuisnetwerk Antwerpen;0.3722473456547385;40688;81673
11002;2000;Antwerpen;Actieven;99;Antwerpen;GZA ziekenhuizen;0.2774282343688557;40688;81673
11002;2000;Antwerpen;Actieven;300;Edegem;UZ Antwerpen;0.1045517105780574;40688;81673
11002;2000;Antwerpen;Actieven;682;Antwerpen;AZ Monica;0.1264009044435706;40688;81673
11002;2000;Antwerpen;Bejaarden;9;Antwerpen;Ziekenhuisnetwerk Antwerpen;0.4491228070175439;32775;81673
11002;2000;Antwerpen;Bejaarden;99;Antwerpen;GZA ziekenhuizen;0.2576353928299008;32775;81673
11002;2000;Antwerpen;Bejaarden;300;Edegem;UZ Antwerpen;0.06559877955758962;32775;81673
11002;2000;Antwerpen;Bejaarden;682;Antwerpen;AZ Monica;0.1362013729977117;32775;81673
11004;2530;Boechout;Kinderen;9;Antwerpen;Ziekenhuisnetwerk Antwerpen;0.1386861313868613;137;1744
11004;2530;Boechout;Kinderen;97;Lier;Heilig-Hartziekenhuis;0.2773722627737226;137;1744
11004;2530;Boechout;Kinderen;99;Antwerpen;GZA ziekenhuizen;0.291970802919708;137;1744
11004;2530;Boechout;Kinderen;300;Edegem;UZ Antwerpen;0.1240875912408759;137;1744
11004;2530;Boechout;Kinderen;322;Leuven;UZ Leuven;0.072992700729927;137;1744
11004;2530;Boechout;Actieven;9;Antwerpen;Ziekenhuisnetwerk Antwerpen;0.1047729918509895;859;1744
11004;2530;Boechout;Actieven;97;Lier;Heilig-Hartziekenhuis;0.1862630966239814;859;1744
11004;2530;Boechout;Actieven;99;Antwerpen;GZA ziekenhuizen;0.429569266589057;859;1744
11004;2530;Boechout;Actieven;300;Edegem;UZ Antwerpen;0.1175785797438882;859;1744
11004;2530;Boechout;Actieven;682;Antwerpen;AZ Monica;0.0640279394644936;859;1744
11004;2530;Boechout;Bejaarden;9;Antwerpen;Ziekenhuisnetwerk Antwerpen;0.06149732620320856;748;1744
11004;2530;Boechout;Bejaarden;97;Lier;Heilig-Hartziekenhuis;0.267379679144385;748;1744
11004;2530;Boechout;Bejaarden;99;Antwerpen;GZA ziekenhuizen;0.482620320855615;748;1744
11004;2530;Boechout;Bejaarden;300;Edegem;UZ Antwerpen;0.09358288770053476;748;1744
11005;2850;Boom;Kinderen;9;Antwerpen;Ziekenhuisnetwerk Antwerpen;0.2117647058823529;255;3230
11005;2850;Boom;Kinderen;99;Antwerpen;GZA ziekenhuizen;0.1607843137254902;255;3230
11005;2850;Boom;Kinderen;300;Edegem;UZ Antwerpen;0.3372549019607843;255;3230
11005;2850;Boom;Actieven;9;Antwerpen;Ziekenhuisnetwerk Antwerpen;0.1018577834721332;1561;3230
11005;2850;Boom;Actieven;99;Antwerpen;GZA ziekenhuizen;0.1037796284433056;1561;3230
11005;2850;Boom;Actieven;300;Edegem;UZ Antwerpen;0.1723254324151185;1561;3230
11005;2850;Boom;Actieven;314;Rumst;AZ Heilige Familie;0.464445868033312;1561;3230
11005;2850;Boom;Bejaarden;9;Antwerpen;Ziekenhuisnetwerk Antwerpen;0.0876944837340877;1414;3230
11005;2850;Boom;Bejaarden;99;Antwerpen;GZA ziekenhuizen;0.05799151343705799;1414;3230
11005;2850;Boom;Bejaarden;300;Edegem;UZ Antwerpen;0.1018387553041018;1414;3230
11005;2850;Boom;Bejaarden;314;Rumst;AZ Heilige Familie;0.6513437057991514;1414;3230
11007;2150;Borsbeek;Kinderen;9;Antwerpen;Ziekenhuisnetwerk Antwerpen;0.1496598639455782;147;1675
11007;2150;Borsbeek;Kinderen;99;Antwerpen;GZA ziekenhuizen;0.2040816326530612;147;1675
11007;2150;Borsbeek;Kinderen;300;Edegem;UZ Antwerpen;0.1020408163265306;147;1675
11007;2150;Borsbeek;Kinderen;536;Malle;AZ Sint-Jozef Malle;0.08163265306122448;147;1675
11007;2150;Borsbeek;Kinderen;682;Antwerpen;AZ Monica;0.3877551020408163;147;1675
11007;2150;Borsbeek;Actieven;9;Antwerpen;Ziekenhuisnetwerk Antwerpen;0.1791044776119403;871;1675
11007;2150;Borsbeek;Actieven;99;Antwerpen;GZA ziekenhuizen;0.2101033295063146;871;1675
11007;2150;Borsbeek;Actieven;300;Edegem;UZ Antwerpen;0.1159586681974742;871;1675
11007;2150;Borsbeek;Actieven;682;Antwerpen;AZ Monica;0.4041331802525832;871;1675
11007;2150;Borsbeek;Bejaarden;9;Antwerpen;Ziekenhuisnetwerk Antwerpen;0.2541856925418569;657;1675
11007;2150;Borsbeek;Bejaarden;99;Antwerpen;GZA ziekenhuizen;0.1354642313546423;657;1675
11007;2150;Borsbeek;Bejaarden;300;Edegem;UZ Antwerpen;0.0745814307458143;657;1675
11007;2150;Borsbeek;Bejaarden;682;Antwerpen;AZ Monica;0.4627092846270928;657;1675
11008;2930;Brasschaat;Kinderen;9;Antwerpen;Ziekenhuisnetwerk Antwerpen;0.07882882882882883;444;5723
11008;2930;Brasschaat;Kinderen;300;Edegem;UZ Antwerpen;0.1081081081081081;444;5723
11008;2930;Brasschaat;Kinderen;710;Brasschaat;AZ Klina;0.6869369369369369;444;5723
11008;2930;Brasschaat;Actieven;9;Antwerpen;Ziekenhuisnetwerk Antwerpen;0.1197977440684558;2571;5723
11008;2930;Brasschaat;Actieven;99;Antwerpen;GZA ziekenhuizen;0.06495527032283158;2571;5723
11008;2930;Brasschaat;Actieven;300;Edegem;UZ Antwerpen;0.1061843640606768;2571;5723
11008;2930;Brasschaat;Actieven;682;Antwerpen;AZ Monica;0.05406456631660832;2571;5723
11008;2930;Brasschaat;Actieven;710;Brasschaat;AZ Klina;0.5581485803189421;2571;5723
11008;2930;Brasschaat;Bejaarden;9;Antwerpen;Ziekenhuisnetwerk Antwerpen;0.09121122599704579;2708;5723
11008;2930;Brasschaat;Bejaarden;300;Edegem;UZ Antwerpen;0.07200886262924668;2708;5723
11008;2930;Brasschaat;Bejaarden;710;Brasschaat;AZ Klina;0.6646971935007385;2708;5723
11009;2960;Brecht;Kinderen;9;Antwerpen;Ziekenhuisnetwerk Antwerpen;0.06403940886699508;406;4274
11009;2960;Brecht;Kinderen;300;Edegem;UZ Antwerpen;0.07881773399014778;406;4274
11009;2960;Brecht;Kinderen;536;Malle;AZ Sint-Jozef Malle;0.5517241379310345;406;4274
11009;2960;Brecht;Kinderen;670;Gent;UZ Gent;0.0665024630541872;406;4274
11009;2960;Brecht;Kinderen;710;Brasschaat;AZ Klina;0.1625615763546798;406;4274
11009;2960;Brecht;Actieven;9;Antwerpen;Ziekenhuisnetwerk Antwerpen;0.1146890163211292;2267;4274
11009;2960;Brecht;Actieven;99;Antwerpen;GZA ziekenhuizen;0.05425672695191883;2267;4274
11009;2960;Brecht;Actieven;300;Edegem;UZ Antwerpen;0.08028231142479048;2267;4274
11009;2960;Brecht;Actieven;536;Malle;AZ Sint-Jozef Malle;0.396118217909131;2267;4274
11009;2960;Brecht;Actieven;682;Antwerpen;AZ Monica;0.06352007057785619;2267;4274
11009;2960;Brecht;Actieven;710;Brasschaat;AZ Klina;0.1852668725187472;2267;4274
11009;2960;Brecht;Bejaarden;9;Antwerpen;Ziekenhuisnetwerk Antwerpen;0.1018113678950656;1601;4274
11009;2960;Brecht;Bejaarden;536;Malle;AZ Sint-Jozef Malle;0.5509056839475328;1601;4274
11009;2960;Brecht;Bejaarden;710;Brasschaat;AZ Klina;0.1149281698938164;1601;4274
11013;2650;Edegem;Kinderen;9;Antwerpen;Ziekenhuisnetwerk Antwerpen;0.175531914893617;188;3353
11013;2650;Edegem;Kinderen;99;Antwerpen;GZA ziekenhuizen;0.5106382978723404;188;3353
11013;2650;Edegem;Kinderen;300;Edegem;UZ Antwerpen;0.2340425531914894;188;3353
11013;2650;Edegem;Actieven;9;Antwerpen;Ziekenhuisnetwerk Antwerpen;0.1276737967914439;1496;3353
11013;2650;Edegem;Actieven;99;Antwerpen;GZA ziekenhuizen;0.4866310160427808;1496;3353
11013;2650;Edegem;Actieven;300;Edegem;UZ Antwerpen;0.2573529411764706;1496;3353
11013;2650;Edegem;Bejaarden;9;Antwerpen;Ziekenhuisnetwerk Antwerpen;0.1713600958657879;1669;3353
11013;2650;Edegem;Bejaarden;99;Antwerpen;GZA ziekenhuizen;0.4985020970641103;1669;3353
11013;2650;Edegem;Bejaarden;300;Edegem;UZ Antwerpen;0.213301378070701;1669;3353
11016;2910;Essen;Kinderen;9;Antwerpen;Ziekenhuisnetwerk Antwerpen;0.05194805194805195;231;2532
11016;2910;Essen;Kinderen;300;Edegem;UZ Antwerpen;0.1385281385281385;231;2532
11016;2910;Essen;Kinderen;536;Malle;AZ Sint-Jozef Malle;0.08658008658008658;231;2532
11016;2910;Essen;Kinderen;710;Brasschaat;AZ Klina;0.6536796536796536;231;2532
11016;2910;Essen;Actieven;9;Antwerpen;Ziekenhuisnetwerk Antwerpen;0.07563025210084033;1309;2532
11016;2910;Essen;Actieven;99;Antwerpen;GZA ziekenhuizen;0.05423987776928953;1309;2532
11016;2910;Essen;Actieven;300;Edegem;UZ Antwerpen;0.1084797555385791;1309;2532
