code_ins;code_postal;commune_patient;nombre_de_séjours_par_comunne_patient;classe;nombre_de_séjours_par_âge;numéro_agrément_hôpital;dénomination;commune_hôpital;nombre_de_séjours_par_hôpital_comunne_patient_âge;part_de_marché
11001;2630;Aartselaar;2006;Moins de 15 ans;115;9;ZIEKENHUISNETWERK ANTWERPEN (ZNA);Anvers;15;0.1304347826087
11001;2630;Aartselaar;2006;Moins de 15 ans;115;99;GZA- ZIEKENHUIZEN;Anvers;40;0.34782608695652
11001;2630;Aartselaar;2006;Moins de 15 ans;115;300;UNIVERSITAIR ZIEKENHUIS ANTWERPEN;Edegem;38;0.3304347826087
11001;2630;Aartselaar;2006;Moins de 15 ans;115;322;UZ LEUVEN;Louvain;6;0.05217391304348
11001;2630;Aartselaar;2006;Moins de 15 ans;115;682;AZ MONICA;Anvers;5;0.04347826086957
11001;2630;Aartselaar;2006;De 15 à 64 ans;866;9;ZIEKENHUISNETWERK ANTWERPEN (ZNA);Anvers;130;0.15011547344111
11001;2630;Aartselaar;2006;De 15 à 64 ans;866;26;AZ SINT-MAARTEN;Malines;24;0.02771362586605
11001;2630;Aartselaar;2006;De 15 à 64 ans;866;97;HEILIG HART ZIEKENHUIS;Lierre;6;0.00692840646651
11001;2630;Aartselaar;2006;De 15 à 64 ans;866;99;GZA- ZIEKENHUIZEN;Anvers;180;0.20785219399538
11001;2630;Aartselaar;2006;De 15 à 64 ans;866;104;AZ RIVIERENLAND;Rumst;134;0.15473441108545
11001;2630;Aartselaar;2006;De 15 à 64 ans;866;143;UNIVERSITAIR ZIEKENHUIS BRUSSEL;Jette;7;0.0080831408776
11001;2630;Aartselaar;2006;De 15 à 64 ans;866;300;UNIVERSITAIR ZIEKENHUIS ANTWERPEN;Edegem;291;0.33602771362587
11001;2630;Aartselaar;2006;De 15 à 64 ans;866;322;UZ LEUVEN;Louvain;16;0.01847575057737
11001;2630;Aartselaar;2006;De 15 à 64 ans;866;682;AZ MONICA;Anvers;46;0.05311778290993
11001;2630;Aartselaar;2006;De 15 à 64 ans;866;710;AZ KLINA;Brasschaat;8;0.00923787528868
11001;2630;Aartselaar;2006;65 ans et plus;1025;9;ZIEKENHUISNETWERK ANTWERPEN (ZNA);Anvers;152;0.14829268292683
11001;2630;Aartselaar;2006;65 ans et plus;1025;26;AZ SINT-MAARTEN;Malines;12;0.01170731707317
