code_ins_patient;code_postal_patient;commune_patient;numéro_agrément_hôpital;commune_hôpital;nom_hôpital;part_de_marché;total_par_commune_patient
11001;2630;Aartselaar;9;Anvers;Ziekenhuisnetwerk Antwerpen;0.1578947368421053;2242
11001;2630;Aartselaar;99;Anvers;GZA ziekenhuizen;0.2194469223907226;2242
11001;2630;Aartselaar;300;Edegem;UZ Antwerpen;0.2243532560214095;2242
11001;2630;Aartselaar;314;Rumst;AZ Heilige Familie;0.2872435325602141;2242
11002;2000;Anvers;9;Anvers;Ziekenhuisnetwerk Antwerpen;0.4045343409646588;80982
11002;2000;Anvers;99;Anvers;GZA ziekenhuizen;0.2723938653034008;80982
11002;2000;Anvers;300;Edegem;UZ Antwerpen;0.09125484675606925;80982
11002;2000;Anvers;682;Anvers;AZ Monica;0.12652194314786;80982
11004;2530;Boechout;9;Anvers;Ziekenhuisnetwerk Antwerpen;0.09936708860759494;1580
11004;2530;Boechout;97;Lierre;Heilig-Hartziekenhuis;0.2430379746835443;1580
11004;2530;Boechout;99;Anvers;GZA ziekenhuizen;0.389873417721519;1580
11004;2530;Boechout;300;Edegem;UZ Antwerpen;0.1246835443037975;1580
11005;2850;Boom;9;Anvers;Ziekenhuisnetwerk Antwerpen;0.1042830540037244;3222
11005;2850;Boom;99;Anvers;GZA ziekenhuizen;0.1067659838609559;3222
11005;2850;Boom;300;Edegem;UZ Antwerpen;0.1536312849162011;3222
11005;2850;Boom;314;Rumst;AZ Heilige Familie;0.4919304779639975;3222
11007;2150;Borsbeek;9;Anvers;Ziekenhuisnetwerk Antwerpen;0.183372641509434;1696
11007;2150;Borsbeek;99;Anvers;GZA ziekenhuizen;0.1857311320754717;1696
11007;2150;Borsbeek;300;Edegem;UZ Antwerpen;0.1108490566037736;1696
11007;2150;Borsbeek;682;Anvers;AZ Monica;0.4268867924528302;1696
11008;2930;Brasschaat;9;Anvers;Ziekenhuisnetwerk Antwerpen;0.1043372234802299;5741
11008;2930;Brasschaat;300;Edegem;UZ Antwerpen;0.09946002438599547;5741
11008;2930;Brasschaat;710;Brasschaat;AZ Klina;0.6321198397491726;5741
