code_ins;code_postal;commune_patient;nombre_de_séjours_par_comunne_patient;classe;nombre_de_séjours_par_âge;numéro_agrément_hôpital;dénomination;commune_hôpital;nombre_de_séjours_par_hôpital_comunne_patient_âge;part_de_marché
11001;2630;Aartselaar;3105;Moins de 15 ans;118;9;Ziekenhuisnetwerk Antwerpen;Anvers;28;0.2372881
11001;2630;Aartselaar;3105;Moins de 15 ans;118;99;GZA ziekenhuizen;Anvers;28;0.2372881
11001;2630;Aartselaar;3105;Moins de 15 ans;118;300;UZ Antwerpen;Edegem;11;0.0932203
11001;2630;Aartselaar;3105;Moins de 15 ans;118;314;AZ Rivierenland;Rumst;39;0.3305085
11001;2630;Aartselaar;3105;De 15 à 64 ans;1531;9;Ziekenhuisnetwerk Antwerpen;Anvers;226;0.1476159
11001;2630;Aartselaar;3105;De 15 à 64 ans;1531;26;AZ Sint-Maarten;Malines;35;0.0228609
11001;2630;Aartselaar;3105;De 15 à 64 ans;1531;97;Heilig-Hartziekenhuis;Lierre;7;0.0045722
11001;2630;Aartselaar;3105;De 15 à 64 ans;1531;99;GZA ziekenhuizen;Anvers;356;0.2325278
11001;2630;Aartselaar;3105;De 15 à 64 ans;1531;104;AZ Rivierenland;Rumst;24;0.015676
11001;2630;Aartselaar;3105;De 15 à 64 ans;1531;300;UZ Antwerpen;Edegem;234;0.1528413
11001;2630;Aartselaar;3105;De 15 à 64 ans;1531;314;AZ Rivierenland;Rumst;494;0.3226649
11001;2630;Aartselaar;3105;De 15 à 64 ans;1531;322;UZ Leuven;Louvain;10;0.0065317
11001;2630;Aartselaar;3105;De 15 à 64 ans;1531;595;AZ Nikolaas;Saint-Nicolas (Flandre orientale);12;0.007838
11001;2630;Aartselaar;3105;De 15 à 64 ans;1531;682;AZ Monica;Anvers;100;0.0653168
11001;2630;Aartselaar;3105;De 15 à 64 ans;1531;710;AZ Klina;Brasschaat;5;0.0032658
11001;2630;Aartselaar;3105;65 ans et plus;1456;9;Ziekenhuisnetwerk Antwerpen;Anvers;215;0.1476648
11001;2630;Aartselaar;3105;65 ans et plus;1456;26;AZ Sint-Maarten;Malines;16;0.010989
11001;2630;Aartselaar;3105;65 ans et plus;1456;99;GZA ziekenhuizen;Anvers;399;0.2740385
11001;2630;Aartselaar;3105;65 ans et plus;1456;104;AZ Rivierenland;Rumst;17;0.0116758
11001;2630;Aartselaar;3105;65 ans et plus;1456;300;UZ Antwerpen;Edegem;207;0.1421703
11001;2630;Aartselaar;3105;65 ans et plus;1456;314;AZ Rivierenland;Rumst;508;0.3489011
11001;2630;Aartselaar;3105;65 ans et plus;1456;322;UZ Leuven;Louvain;21;0.0144231
11001;2630;Aartselaar;3105;65 ans et plus;1456;682;AZ Monica;Anvers;54;0.0370879
11001;2630;Aartselaar;3105;65 ans et plus;1456;710;AZ Klina;Brasschaat;6;0.0041209
11002;2000;Anvers;90375;Moins de 15 ans;7608;9;Ziekenhuisnetwerk Antwerpen;Anvers;3949;0.5190589
11002;2000;Anvers;90375;Moins de 15 ans;7608;26;AZ Sint-Maarten;Malines;19;0.0024974
11002;2000;Anvers;90375;Moins de 15 ans;7608;63;AZ Turnhout;Turnhout;7;0.0009201
11002;2000;Anvers;90375;Moins de 15 ans;7608;97;Heilig-Hartziekenhuis;Lierre;10;0.0013144
11002;2000;Anvers;90375;Moins de 15 ans;7608;99;GZA ziekenhuizen;Anvers;1176;0.1545741
11002;2000;Anvers;90375;Moins de 15 ans;7608;104;AZ Rivierenland;Rumst;5;0.0006572
11002;2000;Anvers;90375;Moins de 15 ans;7608;143;UZ Brussel;Jette;54;0.0070978
11002;2000;Anvers;90375;Moins de 15 ans;7608;150;Hôpital Universitaire des Enfants Reine Fabiola;Bruxelles;5;0.0006572
