code_ins_patient;code_postal_patient;commune_patient;numéro_agrément_hôpital;commune_hôpital;nom_hôpital;part_de_marché;total_par_commune_patient
11001;2630;Aartselaar;9;Anvers;Ziekenhuisnetwerk Antwerpen;0.1457286432160804;2587
11001;2630;Aartselaar;99;Anvers;GZA ziekenhuizen;0.1925009663703131;2587
11001;2630;Aartselaar;300;Edegem;UZ Antwerpen;0.1449555469655972;2587
11001;2630;Aartselaar;314;Rumst;AZ Heilige Familie;0.3973714727483572;2587
11001;2630;Aartselaar;682;Anvers;AZ Monica;0.05141090065713181;2587
11002;2000;Anvers;9;Anvers;Ziekenhuisnetwerk Antwerpen;0.4008158352280327;74770
11002;2000;Anvers;99;Anvers;GZA ziekenhuizen;0.2696134813427846;74770
11002;2000;Anvers;300;Edegem;UZ Antwerpen;0.05294904373411796;74770
11002;2000;Anvers;682;Anvers;AZ Monica;0.1750969640230039;74770
11004;2530;Boechout;9;Anvers;Ziekenhuisnetwerk Antwerpen;0.09618768328445748;1705
11004;2530;Boechout;26;Malines;AZ Sint-Maarten;0.05982404692082111;1705
11004;2530;Boechout;97;Lierre;H.-Hartziekenhuis Lier;0.1894428152492669;1705
11004;2530;Boechout;99;Anvers;GZA ziekenhuizen;0.4111436950146627;1705
11004;2530;Boechout;300;Edegem;UZ Antwerpen;0.06334310850439882;1705
11004;2530;Boechout;682;Anvers;AZ Monica;0.1325513196480938;1705
11005;2850;Boom;9;Anvers;Ziekenhuisnetwerk Antwerpen;0.09114004445855828;3149
11005;2850;Boom;99;Anvers;GZA ziekenhuizen;0.09241028898062877;3149
11005;2850;Boom;300;Edegem;UZ Antwerpen;0.08129564941251191;3149
11005;2850;Boom;314;Rumst;AZ Heilige Familie;0.5757383296284535;3149
11007;2150;Borsbeek;9;Anvers;Ziekenhuisnetwerk Antwerpen;0.3002257336343115;1772
11007;2150;Borsbeek;99;Anvers;GZA ziekenhuizen;0.2071106094808126;1772
11007;2150;Borsbeek;682;Anvers;AZ Monica;0.3860045146726862;1772
11008;2930;Brasschaat;9;Anvers;Ziekenhuisnetwerk Antwerpen;0.1682178559117546;5802
11008;2930;Brasschaat;99;Anvers;GZA ziekenhuizen;0.09789727680110306;5802
11008;2930;Brasschaat;682;Anvers;AZ Monica;0.08290244743192003;5802
11008;2930;Brasschaat;710;Brasschaat;AZ Klina;0.5568769389865563;5802
11009;2960;Brecht;9;Anvers;Ziekenhuisnetwerk Antwerpen;0.1494761350407451;4295
11009;2960;Brecht;99;Anvers;GZA ziekenhuizen;0.08428405122235157;4295
11009;2960;Brecht;536;Malle;AZ Sint-Jozef Malle;0.4328288707799767;4295
11009;2960;Brecht;682;Anvers;AZ Monica;0.0919674039580908;4295
11009;2960;Brecht;710;Brasschaat;AZ Klina;0.1485448195576251;4295
11013;2650;Edegem;9;Anvers;Ziekenhuisnetwerk Antwerpen;0.1609848484848485;3696
11013;2650;Edegem;99;Anvers;GZA ziekenhuizen;0.5584415584415584;3696
11013;2650;Edegem;300;Edegem;UZ Antwerpen;0.119047619047619;3696
11013;2650;Edegem;682;Anvers;AZ Monica;0.06737012987012987;3696
11016;2910;Essen;9;Anvers;Ziekenhuisnetwerk Antwerpen;0.1324786324786325;2340
11016;2910;Essen;99;Anvers;GZA ziekenhuizen;0.09743589743589744;2340
11016;2910;Essen;536;Malle;AZ Sint-Jozef Malle;0.06153846153846154;2340
11016;2910;Essen;710;Brasschaat;AZ Klina;0.5658119658119658;2340
11018;2620;Hemiksem;9;Anvers;Ziekenhuisnetwerk Antwerpen;0.196961170512099;1777
11018;2620;Hemiksem;99;Anvers;GZA ziekenhuizen;0.1750140686550366;1777
11018;2620;Hemiksem;300;Edegem;UZ Antwerpen;0.08722566122678672;1777
11018;2620;Hemiksem;314;Rumst;AZ Heilige Familie;0.4389420371412493;1777
11018;2620;Hemiksem;682;Anvers;AZ Monica;0.05233539673607203;1777
11021;2540;Hove;9;Anvers;Ziekenhuisnetwerk Antwerpen;0.1086398631308811;1169
11021;2540;Hove;99;Anvers;GZA ziekenhuizen;0.5457656116338752;1169
11021;2540;Hove;300;Edegem;UZ Antwerpen;0.1043627031650984;1169
11021;2540;Hove;682;Anvers;AZ Monica;0.09409751924721985;1169
11022;2920;Kalmthout;9;Anvers;Ziekenhuisnetwerk Antwerpen;0.1108144192256342;2247
11022;2920;Kalmthout;99;Anvers;GZA ziekenhuizen;0.09345794392523364;2247
11022;2920;Kalmthout;536;Malle;AZ Sint-Jozef Malle;0.07387627948375612;2247
11022;2920;Kalmthout;682;Anvers;AZ Monica;0.06853582554517133;2247
11022;2920;Kalmthout;710;Brasschaat;AZ Klina;0.5714285714285714;2247
11023;2950;Kapellen (Anvers);9;Anvers;Ziekenhuisnetwerk Antwerpen;0.165737824085292;4127
11023;2950;Kapellen (Anvers);99;Anvers;GZA ziekenhuizen;0.09934577174703174;4127
11023;2950;Kapellen (Anvers);300;Edegem;UZ Antwerpen;0.05984976980857766;4127
11023;2950;Kapellen (Anvers);682;Anvers;AZ Monica;0.1007996123091834;4127
11023;2950;Kapellen (Anvers);710;Brasschaat;AZ Klina;0.521686455052096;4127
11024;2550;Kontich;9;Anvers;Ziekenhuisnetwerk Antwerpen;0.09640421574705518;3226
11024;2550;Kontich;26;Malines;AZ Sint-Maarten;0.1615003099814011;3226
11024;2550;Kontich;99;Anvers;GZA ziekenhuizen;0.3769373837569746;3226
11024;2550;Kontich;300;Edegem;UZ Antwerpen;0.1236825790452573;3226
11024;2550;Kontich;314;Rumst;AZ Heilige Familie;0.07098574085554867;3226
11024;2550;Kontich;682;Anvers;AZ Monica;0.07253564786112833;3226
11025;2547;Lint;9;Anvers;Ziekenhuisnetwerk Antwerpen;0.06599832915622389;1197
11025;2547;Lint;26;Malines;AZ Sint-Maarten;0.3157894736842105;1197
11025;2547;Lint;97;Lierre;H.-Hartziekenhuis Lier;0.1503759398496241;1197
11025;2547;Lint;99;Anvers;GZA ziekenhuizen;0.2832080200501253;1197
11025;2547;Lint;300;Edegem;UZ Antwerpen;0.06934001670843776;1197
11029;2640;Mortsel;9;Anvers;Ziekenhuisnetwerk Antwerpen;0.1611611611611612;3996
11029;2640;Mortsel;99;Anvers;GZA ziekenhuizen;0.5723223223223223;3996
11029;2640;Mortsel;300;Edegem;UZ Antwerpen;0.06681681681681682;3996
11029;2640;Mortsel;682;Anvers;AZ Monica;0.07507507507507508;3996
11030;2845;Niel;9;Anvers;Ziekenhuisnetwerk Antwerpen;0.1203133743704533;1787
11030;2845;Niel;99;Anvers;GZA ziekenhuizen;0.1600447677672076;1787
11030;2845;Niel;300;Edegem;UZ Antwerpen;0.08729714605484051;1787
11030;2845;Niel;314;Rumst;AZ Heilige Familie;0.5249020705092333;1787
11035;2520;Ranst;9;Anvers;Ziekenhuisnetwerk Antwerpen;0.09377093101138648;2986
11035;2520;Ranst;97;Lierre;H.-Hartziekenhuis Lier;0.3208305425318151;2986
11035;2520;Ranst;99;Anvers;GZA ziekenhuizen;0.1048225050234427;2986
11035;2520;Ranst;300;Edegem;UZ Antwerpen;0.07367716008037509;2986
11035;2520;Ranst;536;Malle;AZ Sint-Jozef Malle;0.1051574012056262;2986
11035;2520;Ranst;682;Anvers;AZ Monica;0.1687876758204956;2986
11037;2840;Rumst;9;Anvers;Ziekenhuisnetwerk Antwerpen;0.06382978723404255;2585
11037;2840;Rumst;26;Malines;AZ Sint-Maarten;0.144294003868472;2585
11037;2840;Rumst;99;Anvers;GZA ziekenhuizen;0.1415860735009671;2585
11037;2840;Rumst;300;Edegem;UZ Antwerpen;0.08936170212765958;2585
11037;2840;Rumst;314;Rumst;AZ Heilige Familie;0.4514506769825919;2585
11038;2627;Schelle;9;Anvers;Ziekenhuisnetwerk Antwerpen;0.1343921808185705;1637
11038;2627;Schelle;99;Anvers;GZA ziekenhuizen;0.160048869883934;1637
11038;2627;Schelle;300;Edegem;UZ Antwerpen;0.1032376298106292;1637
11038;2627;Schelle;314;Rumst;AZ Heilige Familie;0.4923640806353085;1637
11039;2970;Schilde;9;Anvers;Ziekenhuisnetwerk Antwerpen;0.1513370555392301;3403
11039;2970;Schilde;99;Anvers;GZA ziekenhuizen;0.1757272994416691;3403
11039;2970;Schilde;536;Malle;AZ Sint-Jozef Malle;0.323538054657655;3403
11039;2970;Schilde;682;Anvers;AZ Monica;0.1575080811049074;3403
11039;2970;Schilde;710;Brasschaat;AZ Klina;0.08933294152218631;3403
11040;2900;Schoten;9;Anvers;Ziekenhuisnetwerk Antwerpen;0.4439679283982845;5363
11040;2900;Schoten;99;Anvers;GZA ziekenhuizen;0.08111131829200074;5363
11040;2900;Schoten;682;Anvers;AZ Monica;0.1745291814283051;5363
11040;2900;Schoten;710;Brasschaat;AZ Klina;0.1900055938840201;5363
11044;2940;Stabroek;9;Anvers;Ziekenhuisnetwerk Antwerpen;0.2454427083333333;3072
11044;2940;Stabroek;99;Anvers;GZA ziekenhuizen;0.09537760416666667;3072
11044;2940;Stabroek;300;Edegem;UZ Antwerpen;0.056640625;3072
11044;2940;Stabroek;682;Anvers;AZ Monica;0.1051432291666667;3072
11044;2940;Stabroek;710;Brasschaat;AZ Klina;0.4619140625;3072
11050;2110;Wijnegem;9;Anvers;Ziekenhuisnetwerk Antwerpen;0.1568762957843815;1447
11050;2110;Wijnegem;99;Anvers;GZA ziekenhuizen;0.1133379405666897;1447
11050;2110;Wijnegem;536;Malle;AZ Sint-Jozef Malle;0.1976503109882516;1447
11050;2110;Wijnegem;682;Anvers;AZ Monica;0.4229440221147201;1447
11052;2160;Wommelgem;9;Anvers;Ziekenhuisnetwerk Antwerpen;0.1991505427088249;2119
11052;2160;Wommelgem;97;Lierre;H.-Hartziekenhuis Lier;0.05946201038225578;2119
11052;2160;Wommelgem;99;Anvers;GZA ziekenhuizen;0.1538461538461539;2119
11052;2160;Wommelgem;682;Anvers;AZ Monica;0.4738084001887683;2119
11053;2990;Wuustwezel;9;Anvers;Ziekenhuisnetwerk Antwerpen;0.1415162454873646;2770
11053;2990;Wuustwezel;99;Anvers;GZA ziekenhuizen;0.05342960288808665;2770
11053;2990;Wuustwezel;536;Malle;AZ Sint-Jozef Malle;0.288086642599278;2770
11053;2990;Wuustwezel;682;Anvers;AZ Monica;0.05342960288808665;2770
11053;2990;Wuustwezel;710;Brasschaat;AZ Klina;0.3743682310469314;2770
11054;2240;Zandhoven;9;Anvers;Ziekenhuisnetwerk Antwerpen;0.09349173553719008;1936
11054;2240;Zandhoven;97;Lierre;H.-Hartziekenhuis Lier;0.2205578512396694;1936
11054;2240;Zandhoven;99;Anvers;GZA ziekenhuizen;0.08419421487603305;1936
11054;2240;Zandhoven;308;Herentals;AZ Sint-Elisabeth Herentals;0.1162190082644628;1936
11054;2240;Zandhoven;536;Malle;AZ Sint-Jozef Malle;0.2143595041322314;1936
11054;2240;Zandhoven;682;Anvers;AZ Monica;0.08832644628099173;1936
11055;2980;Zoersel;9;Anvers;Ziekenhuisnetwerk Antwerpen;0.08363636363636363;3575
11055;2980;Zoersel;99;Anvers;GZA ziekenhuizen;0.07412587412587412;3575
11055;2980;Zoersel;536;Malle;AZ Sint-Jozef Malle;0.5862937062937063;3575
11055;2980;Zoersel;682;Anvers;AZ Monica;0.1169230769230769;3575
11056;2070;Zwijndrecht;9;Anvers;Ziekenhuisnetwerk Antwerpen;0.1784711388455538;3205
11056;2070;Zwijndrecht;99;Anvers;GZA ziekenhuizen;0.3507020280811232;3205
11056;2070;Zwijndrecht;300;Edegem;UZ Antwerpen;0.07581903276131045;3205
