nis_code_patiënt;postcode_patiënt;gemeente_patiënt;leeftijdsgroep;erkenningsnummer_ziekenhuis;gemeente_ziekenhuis;naam_ziekenhuis;marktaandeel;totaal_aantal_patiënten_per_leeftijd_en_per_gemeente;totaal_patiënten_per_gemeente
11001;2630;Aartselaar;Kinderen;9;Antwerpen;Ziekenhuisnetwerk Antwerpen;0.237410071942446;139;2273
11001;2630;Aartselaar;Kinderen;99;Antwerpen;AZ Sint-Augustinus;0.2086330935251799;139;2273
11001;2630;Aartselaar;Kinderen;300;Edegem;UZ Antwerpen;0.05035971223021583;139;2273
11001;2630;Aartselaar;Kinderen;314;Rumst;AZ Heilige Familie;0.3884892086330936;139;2273
11001;2630;Aartselaar;Actieven;9;Antwerpen;Ziekenhuisnetwerk Antwerpen;0.162037037037037;1296;2273
11001;2630;Aartselaar;Actieven;99;Antwerpen;AZ Sint-Augustinus;0.1720679012345679;1296;2273
11001;2630;Aartselaar;Actieven;300;Edegem;UZ Antwerpen;0.1311728395061728;1296;2273
11001;2630;Aartselaar;Actieven;314;Rumst;AZ Heilige Familie;0.3333333333333333;1296;2273
11001;2630;Aartselaar;Actieven;682;Antwerpen;AZ Monica;0.07021604938271606;1296;2273
11001;2630;Aartselaar;Bejaarden;9;Antwerpen;Ziekenhuisnetwerk Antwerpen;0.1778042959427208;838;2273
11001;2630;Aartselaar;Bejaarden;99;Antwerpen;AZ Sint-Augustinus;0.1575178997613365;838;2273
11001;2630;Aartselaar;Bejaarden;100;Antwerpen;Sint-Vincentiusziekenhuis;0.05011933174224344;838;2273
11001;2630;Aartselaar;Bejaarden;300;Edegem;UZ Antwerpen;0.1563245823389021;838;2273
11001;2630;Aartselaar;Bejaarden;314;Rumst;AZ Heilige Familie;0.3902147971360382;838;2273
11002;2000;Antwerpen;Kinderen;9;Antwerpen;Ziekenhuisnetwerk Antwerpen;0.5062220804084238;6268;71043
11002;2000;Antwerpen;Kinderen;99;Antwerpen;AZ Sint-Augustinus;0.08487555839183153;6268;71043
11002;2000;Antwerpen;Kinderen;100;Antwerpen;Sint-Vincentiusziekenhuis;0.1013082322910019;6268;71043
11002;2000;Antwerpen;Kinderen;682;Antwerpen;AZ Monica;0.1359285258455648;6268;71043
11002;2000;Antwerpen;Kinderen;710;Brasschaat;AZ Klina;0.05472239948947032;6268;71043
11002;2000;Antwerpen;Actieven;9;Antwerpen;Ziekenhuisnetwerk Antwerpen;0.4017839094400647;39576;71043
11002;2000;Antwerpen;Actieven;99;Antwerpen;AZ Sint-Augustinus;0.1473115019203558;39576;71043
11002;2000;Antwerpen;Actieven;100;Antwerpen;Sint-Vincentiusziekenhuis;0.1026632302405498;39576;71043
11002;2000;Antwerpen;Actieven;300;Edegem;UZ Antwerpen;0.05515969274307661;39576;71043
11002;2000;Antwerpen;Actieven;682;Antwerpen;AZ Monica;0.1758894279361229;39576;71043
11002;2000;Antwerpen;Bejaarden;9;Antwerpen;Ziekenhuisnetwerk Antwerpen;0.3924362077860232;25199;71043
11002;2000;Antwerpen;Bejaarden;99;Antwerpen;AZ Sint-Augustinus;0.1781816738759475;25199;71043
11002;2000;Antwerpen;Bejaarden;100;Antwerpen;Sint-Vincentiusziekenhuis;0.1089725782769158;25199;71043
11002;2000;Antwerpen;Bejaarden;300;Edegem;UZ Antwerpen;0.05889122584229533;25199;71043
11002;2000;Antwerpen;Bejaarden;682;Antwerpen;AZ Monica;0.1838168181277035;25199;71043
11004;2530;Boechout;Kinderen;9;Antwerpen;Ziekenhuisnetwerk Antwerpen;0.1848739495798319;119;1660
11004;2530;Boechout;Kinderen;26;Mechelen;AZ Sint-Maarten;0.1260504201680672;119;1660
11004;2530;Boechout;Kinderen;97;Lier;H.-Hartziekenhuis Lier;0.1428571428571428;119;1660
