code_ins_patient;code_postal_patient;commune_patient;classe_âge;numéro_agrément_hôpital;commune_hôpital;nom_hôpital;part_de_marché;total_par_classe_âge_et_commune_patient;total_par_commune_patient
11001;2630;Aartselaar;Enfants;9;Anvers;Ziekenhuisnetwerk Antwerpen;0.2686567164179104;134;2155
11001;2630;Aartselaar;Enfants;99;Anvers;GZA ziekenhuizen;0.1417910447761194;134;2155
11001;2630;Aartselaar;Enfants;300;Edegem;UZ Antwerpen;0.05223880597014925;134;2155
11001;2630;Aartselaar;Enfants;314;Rumst;AZ Heilige Familie;0.3358208955223881;134;2155
11001;2630;Aartselaar;Enfants;403;Woluwe-Saint-Lambert;Cliniques Universitaires Saint-Luc;0.1119402985074627;134;2155
11001;2630;Aartselaar;Actifs;9;Anvers;Ziekenhuisnetwerk Antwerpen;0.155984555984556;1295;2155
11001;2630;Aartselaar;Actifs;99;Anvers;GZA ziekenhuizen;0.1675675675675676;1295;2155
11001;2630;Aartselaar;Actifs;300;Edegem;UZ Antwerpen;0.1135135135135135;1295;2155
11001;2630;Aartselaar;Actifs;314;Rumst;AZ Heilige Familie;0.3552123552123552;1295;2155
11001;2630;Aartselaar;Actifs;682;Anvers;AZ Monica;0.08725868725868725;1295;2155
11001;2630;Aartselaar;Retraités;9;Anvers;Ziekenhuisnetwerk Antwerpen;0.1432506887052342;726;2155
11001;2630;Aartselaar;Retraités;99;Anvers;GZA ziekenhuizen;0.1997245179063361;726;2155
11001;2630;Aartselaar;Retraités;300;Edegem;UZ Antwerpen;0.08539944903581267;726;2155
11001;2630;Aartselaar;Retraités;314;Rumst;AZ Heilige Familie;0.4669421487603306;726;2155
11002;2000;Anvers;Enfants;9;Anvers;Ziekenhuisnetwerk Antwerpen;0.5247600182843212;6563;72193
11002;2000;Anvers;Enfants;99;Anvers;GZA ziekenhuizen;0.1327136980039616;6563;72193
11002;2000;Anvers;Enfants;682;Anvers;AZ Monica;0.1266189242724364;6563;72193
11002;2000;Anvers;Enfants;710;Brasschaat;AZ Klina;0.05820508913606583;6563;72193
11002;2000;Anvers;Actifs;9;Anvers;Ziekenhuisnetwerk Antwerpen;0.3997785705498831;40645;72193
11002;2000;Anvers;Actifs;99;Anvers;GZA ziekenhuizen;0.2033706482962234;40645;72193
11002;2000;Anvers;Actifs;100;Anvers;Sint-Vincentiusziekenhuis;0.05599704760733178;40645;72193
11002;2000;Anvers;Actifs;300;Edegem;UZ Antwerpen;0.05233116004428589;40645;72193
11002;2000;Anvers;Actifs;682;Anvers;AZ Monica;0.178988805511133;40645;72193
11002;2000;Anvers;Retraités;9;Anvers;Ziekenhuisnetwerk Antwerpen;0.3890334200520312;24985;72193
11002;2000;Anvers;Retraités;99;Anvers;GZA ziekenhuizen;0.2475485291174705;24985;72193
11002;2000;Anvers;Retraités;100;Anvers;Sint-Vincentiusziekenhuis;0.05427256353812288;24985;72193
11002;2000;Anvers;Retraités;300;Edegem;UZ Antwerpen;0.05467280368220932;24985;72193
