code_ins_patient;code_postal_patient;commune_patient;classe_âge;numéro_agrément_hôpital;commune_hôpital;nom_hôpital;part_de_marché;total_par_classe_âge_et_commune_patient;total_par_commune_patient
11001;2630;Aartselaar;Moins de 15 ans;9;Anvers;Ziekenhuisnetwerk Antwerpen;0.2627737226277372;137;2931
11001;2630;Aartselaar;Moins de 15 ans;99;Anvers;GZA ziekenhuizen;0.2335766423357664;137;2931
11001;2630;Aartselaar;Moins de 15 ans;300;Edegem;UZ Antwerpen;0.06569343065693431;137;2931
11001;2630;Aartselaar;Moins de 15 ans;314;Rumst;AZ Heilige Familie;0.2773722627737226;137;2931
11001;2630;Aartselaar;Moins de 15 ans;682;Anvers;AZ Monica;0.05109489051094891;137;2931
11001;2630;Aartselaar;De 15 à 64 ans;9;Anvers;Ziekenhuisnetwerk Antwerpen;0.1378653113087675;1574;2931
11001;2630;Aartselaar;De 15 à 64 ans;99;Anvers;GZA ziekenhuizen;0.2750952986022872;1574;2931
11001;2630;Aartselaar;De 15 à 64 ans;300;Edegem;UZ Antwerpen;0.1404066073697586;1574;2931
11001;2630;Aartselaar;De 15 à 64 ans;314;Rumst;AZ Heilige Familie;0.2916137229987293;1574;2931
11001;2630;Aartselaar;De 15 à 64 ans;682;Anvers;AZ Monica;0.05146124523506988;1574;2931
11001;2630;Aartselaar;65 ans et plus;9;Anvers;Ziekenhuisnetwerk Antwerpen;0.1573770491803279;1220;2931
11001;2630;Aartselaar;65 ans et plus;99;Anvers;GZA ziekenhuizen;0.2344262295081967;1220;2931
11001;2630;Aartselaar;65 ans et plus;300;Edegem;UZ Antwerpen;0.1524590163934426;1220;2931
11001;2630;Aartselaar;65 ans et plus;314;Rumst;AZ Heilige Familie;0.3811475409836065;1220;2931
11002;2000;Anvers;Moins de 15 ans;9;Anvers;Ziekenhuisnetwerk Antwerpen;0.4944575912317848;8029;87556
11002;2000;Anvers;Moins de 15 ans;99;Anvers;GZA ziekenhuizen;0.1631585502553244;8029;87556
11002;2000;Anvers;Moins de 15 ans;300;Edegem;UZ Antwerpen;0.0642670320089675;8029;87556
11002;2000;Anvers;Moins de 15 ans;682;Anvers;AZ Monica;0.1375015568563956;8029;87556
11002;2000;Anvers;De 15 à 64 ans;9;Anvers;Ziekenhuisnetwerk Antwerpen;0.3988050628695145;48036;87556
