nis_code_patiënt;postcode_patiënt;gemeente_patiënt;leeftijdsgroep;erkenningsnummer_ziekenhuis;gemeente_ziekenhuis;naam_ziekenhuis;marktaandeel;totaal_aantal_patiënten_per_leeftijd_en_per_gemeente;totaal_patiënten_per_gemeente
11001;2630;Aartselaar;Kinderen;9;Antwerpen;Ziekenhuisnetwerk Antwerpen;0.2810457516339869;153;2267
11001;2630;Aartselaar;Kinderen;99;Antwerpen;AZ Sint-Augustinus;0.2745098039215687;153;2267
11001;2630;Aartselaar;Kinderen;300;Edegem;UZ Antwerpen;0.261437908496732;153;2267
11001;2630;Aartselaar;Actieven;9;Antwerpen;Ziekenhuisnetwerk Antwerpen;0.1408839779005525;1086;2267
11001;2630;Aartselaar;Actieven;99;Antwerpen;AZ Sint-Augustinus;0.2191528545119705;1086;2267
11001;2630;Aartselaar;Actieven;300;Edegem;UZ Antwerpen;0.2274401473296501;1086;2267
11001;2630;Aartselaar;Actieven;314;Rumst;AZ Heilige Familie;0.2495395948434622;1086;2267
11001;2630;Aartselaar;Bejaarden;9;Antwerpen;Ziekenhuisnetwerk Antwerpen;0.1809338521400778;1028;2267
11001;2630;Aartselaar;Bejaarden;99;Antwerpen;AZ Sint-Augustinus;0.1235408560311284;1028;2267
11001;2630;Aartselaar;Bejaarden;300;Edegem;UZ Antwerpen;0.1653696498054475;1028;2267
11001;2630;Aartselaar;Bejaarden;314;Rumst;AZ Heilige Familie;0.4348249027237354;1028;2267
11002;2000;Antwerpen;Kinderen;9;Antwerpen;Ziekenhuisnetwerk Antwerpen;0.4149816800108563;7369;81836
11002;2000;Antwerpen;Kinderen;99;Antwerpen;AZ Sint-Augustinus;0.1371963631428959;7369;81836
11002;2000;Antwerpen;Kinderen;100;Antwerpen;Sint-Vincentiusziekenhuis;0.1719364907043018;7369;81836
11002;2000;Antwerpen;Kinderen;300;Edegem;UZ Antwerpen;0.06513773917763604;7369;81836
11002;2000;Antwerpen;Kinderen;682;Antwerpen;AZ Monica;0.09784231238974081;7369;81836
11002;2000;Antwerpen;Actieven;9;Antwerpen;Ziekenhuisnetwerk Antwerpen;0.4051913988073145;40413;81836
11002;2000;Antwerpen;Actieven;99;Antwerpen;AZ Sint-Augustinus;0.1529953232870611;40413;81836
11002;2000;Antwerpen;Actieven;100;Antwerpen;Sint-Vincentiusziekenhuis;0.1152846856209636;40413;81836
11002;2000;Antwerpen;Actieven;300;Edegem;UZ Antwerpen;0.09618192165887214;40413;81836
11002;2000;Antwerpen;Actieven;682;Antwerpen;AZ Monica;0.1080840323658229;40413;81836
11002;2000;Antwerpen;Bejaarden;9;Antwerpen;Ziekenhuisnetwerk Antwerpen;0.4812650496270629;34054;81836
11002;2000;Antwerpen;Bejaarden;99;Antwerpen;AZ Sint-Augustinus;0.1531978622188289;34054;81836
11002;2000;Antwerpen;Bejaarden;100;Antwerpen;Sint-Vincentiusziekenhuis;0.09167792329829096;34054;81836
11002;2000;Antwerpen;Bejaarden;300;Edegem;UZ Antwerpen;0.06140247841663241;34054;81836
11002;2000;Antwerpen;Bejaarden;682;Antwerpen;AZ Monica;0.1206906677629647;34054;81836
11004;2530;Boechout;Kinderen;9;Antwerpen;Ziekenhuisnetwerk Antwerpen;0.1732283464566929;127;1736
11004;2530;Boechout;Kinderen;97;Lier;H.-Hartziekenhuis Lier;0.2834645669291339;127;1736
11004;2530;Boechout;Kinderen;99;Antwerpen;AZ Sint-Augustinus;0.2913385826771653;127;1736
11004;2530;Boechout;Actieven;9;Antwerpen;Ziekenhuisnetwerk Antwerpen;0.09684947491248541;857;1736
11004;2530;Boechout;Actieven;97;Lier;H.-Hartziekenhuis Lier;0.2170361726954493;857;1736
11004;2530;Boechout;Actieven;99;Antwerpen;AZ Sint-Augustinus;0.1528588098016336;857;1736
11004;2530;Boechout;Actieven;100;Antwerpen;Sint-Vincentiusziekenhuis;0.2555425904317386;857;1736
11004;2530;Boechout;Actieven;300;Edegem;UZ Antwerpen;0.1131855309218203;857;1736
11004;2530;Boechout;Actieven;682;Antwerpen;AZ Monica;0.07467911318553092;857;1736
11004;2530;Boechout;Bejaarden;9;Antwerpen;Ziekenhuisnetwerk Antwerpen;0.08111702127659574;752;1736
11004;2530;Boechout;Bejaarden;97;Lier;H.-Hartziekenhuis Lier;0.2978723404255319;752;1736
11004;2530;Boechout;Bejaarden;99;Antwerpen;AZ Sint-Augustinus;0.1343085106382979;752;1736
11004;2530;Boechout;Bejaarden;100;Antwerpen;Sint-Vincentiusziekenhuis;0.3111702127659575;752;1736
11004;2530;Boechout;Bejaarden;300;Edegem;UZ Antwerpen;0.07845744680851063;752;1736
11005;2850;Boom;Kinderen;9;Antwerpen;Ziekenhuisnetwerk Antwerpen;0.27;200;3019
11005;2850;Boom;Kinderen;99;Antwerpen;AZ Sint-Augustinus;0.245;200;3019
11005;2850;Boom;Kinderen;300;Edegem;UZ Antwerpen;0.225;200;3019
11005;2850;Boom;Kinderen;314;Rumst;AZ Heilige Familie;0.09;200;3019
