code_ins_patient;code_postal_patient;commune_patient;classe_âge;numéro_agrément_hôpital;commune_hôpital;nom_hôpital;part_de_marché;total_par_classe_âge_et_commune_patient;total_par_commune_patient
11001;2630;Aartselaar;Moins de 15 ans;9;Anvers;Ziekenhuisnetwerk Antwerpen;0.2450980392156863;102;2779
11001;2630;Aartselaar;Moins de 15 ans;99;Anvers;GZA ziekenhuizen;0.2647058823529412;102;2779
11001;2630;Aartselaar;Moins de 15 ans;314;Rumst;AZ Heilige Familie;0.2843137254901961;102;2779
11001;2630;Aartselaar;De 15 à 64 ans;9;Anvers;Ziekenhuisnetwerk Antwerpen;0.1541964866623292;1537;2779
11001;2630;Aartselaar;De 15 à 64 ans;99;Anvers;GZA ziekenhuizen;0.269355888093689;1537;2779
11001;2630;Aartselaar;De 15 à 64 ans;300;Edegem;UZ Antwerpen;0.1392322706571243;1537;2779
11001;2630;Aartselaar;De 15 à 64 ans;314;Rumst;AZ Heilige Familie;0.2687052700065062;1537;2779
11001;2630;Aartselaar;De 15 à 64 ans;682;Anvers;AZ Monica;0.05595315549772284;1537;2779
11001;2630;Aartselaar;65 ans et plus;9;Anvers;Ziekenhuisnetwerk Antwerpen;0.1964912280701754;1140;2779
11001;2630;Aartselaar;65 ans et plus;99;Anvers;GZA ziekenhuizen;0.2263157894736842;1140;2779
11001;2630;Aartselaar;65 ans et plus;300;Edegem;UZ Antwerpen;0.1692982456140351;1140;2779
11001;2630;Aartselaar;65 ans et plus;314;Rumst;AZ Heilige Familie;0.3228070175438597;1140;2779
11002;2000;Anvers;Moins de 15 ans;9;Anvers;Ziekenhuisnetwerk Antwerpen;0.4995384412501648;7583;82925
11002;2000;Anvers;Moins de 15 ans;99;Anvers;GZA ziekenhuizen;0.1776341817222735;7583;82925
11002;2000;Anvers;Moins de 15 ans;300;Edegem;UZ Antwerpen;0.05393643676645127;7583;82925
11002;2000;Anvers;Moins de 15 ans;682;Anvers;AZ Monica;0.1473031781616774;7583;82925
11002;2000;Anvers;De 15 à 64 ans;9;Anvers;Ziekenhuisnetwerk Antwerpen;0.4089655920981222;46065;82925
11002;2000;Anvers;De 15 à 64 ans;99;Anvers;GZA ziekenhuizen;0.2662542060132422;46065;82925
11002;2000;Anvers;De 15 à 64 ans;300;Edegem;UZ Antwerpen;0.05613806577661999;46065;82925
11002;2000;Anvers;De 15 à 64 ans;682;Anvers;AZ Monica;0.1633344187561055;46065;82925
11002;2000;Anvers;65 ans et plus;9;Anvers;Ziekenhuisnetwerk Antwerpen;0.4062916282405984;29277;82925
11002;2000;Anvers;65 ans et plus;99;Anvers;GZA ziekenhuizen;0.3131468388154524;29277;82925
11002;2000;Anvers;65 ans et plus;682;Anvers;AZ Monica;0.1586911227243228;29277;82925
11004;2530;Boechout;Moins de 15 ans;9;Anvers;Ziekenhuisnetwerk Antwerpen;0.2142857142857143;112;2162
11004;2530;Boechout;Moins de 15 ans;26;Malines;AZ Sint-Maarten;0.1517857142857143;112;2162
11004;2530;Boechout;Moins de 15 ans;97;Lierre;Heilig-Hartziekenhuis;0.1428571428571428;112;2162
11004;2530;Boechout;Moins de 15 ans;99;Anvers;GZA ziekenhuizen;0.2767857142857143;112;2162
11004;2530;Boechout;Moins de 15 ans;300;Edegem;UZ Antwerpen;0.05357142857142857;112;2162
11004;2530;Boechout;Moins de 15 ans;682;Anvers;AZ Monica;0.09821428571428571;112;2162
11004;2530;Boechout;De 15 à 64 ans;9;Anvers;Ziekenhuisnetwerk Antwerpen;0.1146085552865214;1239;2162
11004;2530;Boechout;De 15 à 64 ans;26;Malines;AZ Sint-Maarten;0.096045197740113;1239;2162
11004;2530;Boechout;De 15 à 64 ans;97;Lierre;Heilig-Hartziekenhuis;0.1476997578692494;1239;2162
11004;2530;Boechout;De 15 à 64 ans;99;Anvers;GZA ziekenhuizen;0.4390637610976594;1239;2162
11004;2530;Boechout;De 15 à 64 ans;300;Edegem;UZ Antwerpen;0.07990314769975787;1239;2162
11004;2530;Boechout;De 15 à 64 ans;682;Anvers;AZ Monica;0.07828894269572235;1239;2162
11004;2530;Boechout;65 ans et plus;9;Anvers;Ziekenhuisnetwerk Antwerpen;0.093711467324291;811;2162
11004;2530;Boechout;65 ans et plus;97;Lierre;Heilig-Hartziekenhuis;0.3193588162762022;811;2162
11004;2530;Boechout;65 ans et plus;99;Anvers;GZA ziekenhuizen;0.4130702836004932;811;2162
11004;2530;Boechout;65 ans et plus;300;Edegem;UZ Antwerpen;0.06288532675709001;811;2162
11004;2530;Boechout;65 ans et plus;682;Anvers;AZ Monica;0.05795314426633785;811;2162
11005;2850;Boom;Moins de 15 ans;9;Anvers;Ziekenhuisnetwerk Antwerpen;0.1722972972972973;296;3230
11005;2850;Boom;Moins de 15 ans;99;Anvers;GZA ziekenhuizen;0.06418918918918919;296;3230
11005;2850;Boom;Moins de 15 ans;300;Edegem;UZ Antwerpen;0.07094594594594594;296;3230
11005;2850;Boom;Moins de 15 ans;314;Rumst;AZ Heilige Familie;0.527027027027027;296;3230
11005;2850;Boom;Moins de 15 ans;322;Louvain;UZ Leuven;0.05743243243243244;296;3230
11005;2850;Boom;De 15 à 64 ans;9;Anvers;Ziekenhuisnetwerk Antwerpen;0.09264305177111716;1835;3230
11005;2850;Boom;De 15 à 64 ans;99;Anvers;GZA ziekenhuizen;0.0991825613079019;1835;3230
11005;2850;Boom;De 15 à 64 ans;104;Bornem;Sint-Jozefkliniek;0.08555858310626703;1835;3230
11005;2850;Boom;De 15 à 64 ans;300;Edegem;UZ Antwerpen;0.1389645776566757;1835;3230
11005;2850;Boom;De 15 à 64 ans;314;Rumst;AZ Heilige Familie;0.462125340599455;1835;3230
11005;2850;Boom;65 ans et plus;9;Anvers;Ziekenhuisnetwerk Antwerpen;0.105550500454959;1099;3230
11005;2850;Boom;65 ans et plus;99;Anvers;GZA ziekenhuizen;0.09645131938125569;1099;3230
11005;2850;Boom;65 ans et plus;104;Bornem;Sint-Jozefkliniek;0.05914467697907189;1099;3230
11005;2850;Boom;65 ans et plus;300;Edegem;UZ Antwerpen;0.105550500454959;1099;3230
