nis_code_patiënt;postcode_patiënt;gemeente_patiënt;leeftijdsgroep;erkenningsnummer_ziekenhuis;gemeente_ziekenhuis;naam_ziekenhuis;marktaandeel;totaal_aantal_patiënten_per_leeftijd_en_per_gemeente;totaal_patiënten_per_gemeente
11001;2630;Aartselaar;Kinderen;9;Antwerpen;Ziekenhuisnetwerk Antwerpen;0.1782178217821782;101;2311
11001;2630;Aartselaar;Kinderen;99;Antwerpen;GZA ziekenhuizen;0.3762376237623762;101;2311
11001;2630;Aartselaar;Kinderen;300;Edegem;UZ Antwerpen;0.2871287128712871;101;2311
11001;2630;Aartselaar;Actieven;9;Antwerpen;Ziekenhuisnetwerk Antwerpen;0.147396293027361;1133;2311
11001;2630;Aartselaar;Actieven;99;Antwerpen;GZA ziekenhuizen;0.263018534863195;1133;2311
11001;2630;Aartselaar;Actieven;300;Edegem;UZ Antwerpen;0.2268314210061783;1133;2311
11001;2630;Aartselaar;Actieven;314;Rumst;AZ Heilige Familie;0.2268314210061783;1133;2311
11001;2630;Aartselaar;Bejaarden;9;Antwerpen;Ziekenhuisnetwerk Antwerpen;0.1894150417827298;1077;2311
11001;2630;Aartselaar;Bejaarden;99;Antwerpen;GZA ziekenhuizen;0.1773444753946147;1077;2311
11001;2630;Aartselaar;Bejaarden;300;Edegem;UZ Antwerpen;0.1773444753946147;1077;2311
11001;2630;Aartselaar;Bejaarden;314;Rumst;AZ Heilige Familie;0.3732590529247911;1077;2311
11002;2000;Antwerpen;Kinderen;9;Antwerpen;Ziekenhuisnetwerk Antwerpen;0.3908938041650498;7731;80583
11002;2000;Antwerpen;Kinderen;99;Antwerpen;GZA ziekenhuizen;0.2916828353382486;7731;80583
11002;2000;Antwerpen;Kinderen;300;Edegem;UZ Antwerpen;0.08019661104643643;7731;80583
11002;2000;Antwerpen;Kinderen;682;Antwerpen;AZ Monica;0.1108524123658;7731;80583
11002;2000;Antwerpen;Actieven;9;Antwerpen;Ziekenhuisnetwerk Antwerpen;0.3904673692642752;39947;80583
11002;2000;Antwerpen;Actieven;99;Antwerpen;GZA ziekenhuizen;0.2749643277342479;39947;80583
