code_ins_patient;code_postal_patient;commune_patient;numéro_agrément_hôpital;commune_hôpital;nom_hôpital;part_de_marché;total_par_commune_patient
11001;2630;Aartselaar;9;Anvers;Ziekenhuisnetwerk Antwerpen;0.1606786427145709;3006
11001;2630;Aartselaar;99;Anvers;GZA ziekenhuizen;0.2105788423153693;3006
11001;2630;Aartselaar;300;Edegem;UZ Antwerpen;0.1417165668662675;3006
11001;2630;Aartselaar;314;Rumst;AZ Heilige Familie;0.3589487691284098;3006
11002;2000;Anvers;9;Anvers;Ziekenhuisnetwerk Antwerpen;0.4214692537889758;82872
11002;2000;Anvers;99;Anvers;GZA ziekenhuizen;0.2681484699295299;82872
11002;2000;Anvers;682;Anvers;AZ Monica;0.1618520127425427;82872
11004;2530;Boechout;9;Anvers;Ziekenhuisnetwerk Antwerpen;0.12097174020823;2017
11004;2530;Boechout;26;Malines;AZ Sint-Maarten;0.07436787307882994;2017
11004;2530;Boechout;97;Lierre;Heilig-Hartziekenhuis;0.1700545364402578;2017
11004;2530;Boechout;99;Anvers;GZA ziekenhuizen;0.4352999504214179;2017
11004;2530;Boechout;300;Edegem;UZ Antwerpen;0.06197322756569162;2017
11004;2530;Boechout;682;Anvers;AZ Monica;0.08378780366881507;2017
11005;2850;Boom;9;Anvers;Ziekenhuisnetwerk Antwerpen;0.1066844919786096;3740
11005;2850;Boom;99;Anvers;GZA ziekenhuizen;0.0962566844919786;3740
11005;2850;Boom;300;Edegem;UZ Antwerpen;0.08368983957219252;3740
11005;2850;Boom;314;Rumst;AZ Heilige Familie;0.5681818181818182;3740
11007;2150;Borsbeek;9;Anvers;Ziekenhuisnetwerk Antwerpen;0.2708978328173375;1938
11007;2150;Borsbeek;99;Anvers;GZA ziekenhuizen;0.1867905056759546;1938
11007;2150;Borsbeek;300;Edegem;UZ Antwerpen;0.05469556243550051;1938
11007;2150;Borsbeek;682;Anvers;AZ Monica;0.4107327141382869;1938
11008;2930;Brasschaat;9;Anvers;Ziekenhuisnetwerk Antwerpen;0.1392793666181936;6189
11008;2930;Brasschaat;99;Anvers;GZA ziekenhuizen;0.0930683470673776;6189
11008;2930;Brasschaat;682;Anvers;AZ Monica;0.07577960898368072;6189
11008;2930;Brasschaat;710;Brasschaat;AZ Klina;0.6038132169978995;6189
11009;2960;Brecht;9;Anvers;Ziekenhuisnetwerk Antwerpen;0.1480351011064479;5242
11009;2960;Brecht;99;Anvers;GZA ziekenhuizen;0.06371613887829072;5242
11009;2960;Brecht;536;Malle;AZ Sint-Jozef Malle;0.4309423884013735;5242
11009;2960;Brecht;682;Anvers;AZ Monica;0.08756199923693248;5242
11009;2960;Brecht;710;Brasschaat;AZ Klina;0.1562380770698207;5242
11013;2650;Edegem;9;Anvers;Ziekenhuisnetwerk Antwerpen;0.1802462667015981;3817
11013;2650;Edegem;99;Anvers;GZA ziekenhuizen;0.5410007859575583;3817
11013;2650;Edegem;300;Edegem;UZ Antwerpen;0.1152737752161383;3817
11013;2650;Edegem;682;Anvers;AZ Monica;0.06680639245480743;3817
11016;2910;Essen;9;Anvers;Ziekenhuisnetwerk Antwerpen;0.1220953131153998;2539
11016;2910;Essen;99;Anvers;GZA ziekenhuizen;0.08743599842457661;2539
11016;2910;Essen;536;Malle;AZ Sint-Jozef Malle;0.06222922410397794;2539
11016;2910;Essen;710;Brasschaat;AZ Klina;0.5907837731390311;2539
11018;2620;Hemiksem;9;Anvers;Ziekenhuisnetwerk Antwerpen;0.2066365007541478;1989
11018;2620;Hemiksem;99;Anvers;GZA ziekenhuizen;0.1719457013574661;1989
11018;2620;Hemiksem;300;Edegem;UZ Antwerpen;0.07440925087983911;1989
11018;2620;Hemiksem;314;Rumst;AZ Heilige Familie;0.4248366013071895;1989
11018;2620;Hemiksem;682;Anvers;AZ Monica;0.05781799899446959;1989
11021;2540;Hove;9;Anvers;Ziekenhuisnetwerk Antwerpen;0.1221214235868807;1433
11021;2540;Hove;26;Malines;AZ Sint-Maarten;0.05024424284717376;1433
11021;2540;Hove;99;Anvers;GZA ziekenhuizen;0.5854849965108164;1433
11021;2540;Hove;300;Edegem;UZ Antwerpen;0.07815771109560363;1433
11021;2540;Hove;682;Anvers;AZ Monica;0.07117934403349616;1433
11022;2920;Kalmthout;9;Anvers;Ziekenhuisnetwerk Antwerpen;0.1144241520685799;2683
11022;2920;Kalmthout;99;Anvers;GZA ziekenhuizen;0.08609765188222139;2683
11022;2920;Kalmthout;536;Malle;AZ Sint-Jozef Malle;0.08311591502049943;2683
11022;2920;Kalmthout;682;Anvers;AZ Monica;0.06783451360417443;2683
11022;2920;Kalmthout;710;Brasschaat;AZ Klina;0.5661572866194559;2683
11023;2950;Kapellen (Anvers);9;Anvers;Ziekenhuisnetwerk Antwerpen;0.1838299737072743;4564
11023;2950;Kapellen (Anvers);99;Anvers;GZA ziekenhuizen;0.1082383873794917;4564
11023;2950;Kapellen (Anvers);300;Edegem;UZ Antwerpen;0.05455740578439965;4564
11023;2950;Kapellen (Anvers);682;Anvers;AZ Monica;0.08501314636283962;4564
11023;2950;Kapellen (Anvers);710;Brasschaat;AZ Klina;0.5190622261174408;4564
11024;2550;Kontich;9;Anvers;Ziekenhuisnetwerk Antwerpen;0.1082238720731011;3502
11024;2550;Kontich;26;Malines;AZ Sint-Maarten;0.1627641347801256;3502
11024;2550;Kontich;99;Anvers;GZA ziekenhuizen;0.3729297544260423;3502
11024;2550;Kontich;300;Edegem;UZ Antwerpen;0.1222158766419189;3502
11024;2550;Kontich;314;Rumst;AZ Heilige Familie;0.07081667618503712;3502
11024;2550;Kontich;682;Anvers;AZ Monica;0.07881210736721873;3502
11025;2547;Lint;9;Anvers;Ziekenhuisnetwerk Antwerpen;0.06299212598425197;1524
11025;2547;Lint;26;Malines;AZ Sint-Maarten;0.3641732283464567;1524
11025;2547;Lint;97;Lierre;Heilig-Hartziekenhuis;0.1286089238845144;1524
11025;2547;Lint;99;Anvers;GZA ziekenhuizen;0.2309711286089239;1524
11025;2547;Lint;300;Edegem;UZ Antwerpen;0.07349081364829396;1524
11029;2640;Mortsel;9;Anvers;Ziekenhuisnetwerk Antwerpen;0.1912887292321509;4454
11029;2640;Mortsel;99;Anvers;GZA ziekenhuizen;0.6082173327346205;4454
11029;2640;Mortsel;300;Edegem;UZ Antwerpen;0.05500673551863493;4454
11029;2640;Mortsel;682;Anvers;AZ Monica;0.06780422092501123;4454
11030;2845;Niel;9;Anvers;Ziekenhuisnetwerk Antwerpen;0.1205141938939475;1867
11030;2845;Niel;99;Anvers;GZA ziekenhuizen;0.1167648634172469;1867
11030;2845;Niel;300;Edegem;UZ Antwerpen;0.07980717728976969;1867
11030;2845;Niel;314;Rumst;AZ Heilige Familie;0.5763256561328334;1867
11035;2520;Ranst;9;Anvers;Ziekenhuisnetwerk Antwerpen;0.1047770700636943;3140
11035;2520;Ranst;26;Malines;AZ Sint-Maarten;0.05668789808917198;3140
11035;2520;Ranst;97;Lierre;Heilig-Hartziekenhuis;0.3050955414012739;3140
11035;2520;Ranst;99;Anvers;GZA ziekenhuizen;0.1028662420382166;3140
11035;2520;Ranst;300;Edegem;UZ Antwerpen;0.05668789808917198;3140
11035;2520;Ranst;536;Malle;AZ Sint-Jozef Malle;0.1251592356687898;3140
11035;2520;Ranst;682;Anvers;AZ Monica;0.171656050955414;3140
11037;2840;Rumst;9;Anvers;Ziekenhuisnetwerk Antwerpen;0.07916959887403237;2842
11037;2840;Rumst;26;Malines;AZ Sint-Maarten;0.1354679802955665;2842
11037;2840;Rumst;99;Anvers;GZA ziekenhuizen;0.1263194933145672;2842
11037;2840;Rumst;300;Edegem;UZ Antwerpen;0.06861365235749473;2842
11037;2840;Rumst;314;Rumst;AZ Heilige Familie;0.4577762139338494;2842
11038;2627;Schelle;9;Anvers;Ziekenhuisnetwerk Antwerpen;0.1446327683615819;1770
11038;2627;Schelle;99;Anvers;GZA ziekenhuizen;0.1677966101694915;1770
11038;2627;Schelle;300;Edegem;UZ Antwerpen;0.09943502824858758;1770
11038;2627;Schelle;314;Rumst;AZ Heilige Familie;0.4853107344632768;1770
11039;2970;Schilde;9;Anvers;Ziekenhuisnetwerk Antwerpen;0.1546257796257796;3848
11039;2970;Schilde;99;Anvers;GZA ziekenhuizen;0.170997920997921;3848
11039;2970;Schilde;536;Malle;AZ Sint-Jozef Malle;0.3627858627858628;3848
11039;2970;Schilde;682;Anvers;AZ Monica;0.1429313929313929;3848
11039;2970;Schilde;710;Brasschaat;AZ Klina;0.06756756756756757;3848
11040;2900;Schoten;9;Anvers;Ziekenhuisnetwerk Antwerpen;0.4626748389124627;6363
11040;2900;Schoten;99;Anvers;GZA ziekenhuizen;0.0887945937450888;6363
11040;2900;Schoten;682;Anvers;AZ Monica;0.1571585730001571;6363
11040;2900;Schoten;710;Brasschaat;AZ Klina;0.1933050447901933;6363
11044;2940;Stabroek;9;Anvers;Ziekenhuisnetwerk Antwerpen;0.235722964763062;3292
11044;2940;Stabroek;99;Anvers;GZA ziekenhuizen;0.09659781287970838;3292
11044;2940;Stabroek;682;Anvers;AZ Monica;0.09963547995139732;3292
11044;2940;Stabroek;710;Brasschaat;AZ Klina;0.4917982989064398;3292
11050;2110;Wijnegem;9;Anvers;Ziekenhuisnetwerk Antwerpen;0.1582777440873256;1649
11050;2110;Wijnegem;99;Anvers;GZA ziekenhuizen;0.138872043662826;1649
11050;2110;Wijnegem;536;Malle;AZ Sint-Jozef Malle;0.2304426925409339;1649
11050;2110;Wijnegem;682;Anvers;AZ Monica;0.3608247422680412;1649
11052;2160;Wommelgem;9;Anvers;Ziekenhuisnetwerk Antwerpen;0.196218487394958;2380
11052;2160;Wommelgem;99;Anvers;GZA ziekenhuizen;0.1483193277310924;2380
11052;2160;Wommelgem;300;Edegem;UZ Antwerpen;0.06512605042016807;2380
11052;2160;Wommelgem;682;Anvers;AZ Monica;0.4735294117647059;2380
11053;2990;Wuustwezel;9;Anvers;Ziekenhuisnetwerk Antwerpen;0.118209771096686;2927
11053;2990;Wuustwezel;99;Anvers;GZA ziekenhuizen;0.05773829859924838;2927
11053;2990;Wuustwezel;536;Malle;AZ Sint-Jozef Malle;0.2781004441407585;2927
11053;2990;Wuustwezel;710;Brasschaat;AZ Klina;0.4096344379911172;2927
11054;2240;Zandhoven;9;Anvers;Ziekenhuisnetwerk Antwerpen;0.07210884353741497;2205
11054;2240;Zandhoven;97;Lierre;Heilig-Hartziekenhuis;0.2226757369614512;2205
11054;2240;Zandhoven;99;Anvers;GZA ziekenhuizen;0.08798185941043084;2205
11054;2240;Zandhoven;300;Edegem;UZ Antwerpen;0.0526077097505669;2205
11054;2240;Zandhoven;308;Herentals;AZ Sint-Elisabeth Herentals;0.127437641723356;2205
11054;2240;Zandhoven;536;Malle;AZ Sint-Jozef Malle;0.2027210884353741;2205
11054;2240;Zandhoven;682;Anvers;AZ Monica;0.1020408163265306;2205
11055;2980;Zoersel;9;Anvers;Ziekenhuisnetwerk Antwerpen;0.08600383456587236;3651
11055;2980;Zoersel;99;Anvers;GZA ziekenhuizen;0.07011777595179403;3651
11055;2980;Zoersel;536;Malle;AZ Sint-Jozef Malle;0.5962749931525609;3651
11055;2980;Zoersel;682;Anvers;AZ Monica;0.1076417419884963;3651
11056;2070;Zwijndrecht;9;Anvers;Ziekenhuisnetwerk Antwerpen;0.178921568627451;3672
11056;2070;Zwijndrecht;99;Anvers;GZA ziekenhuizen;0.3946078431372549;3672
11056;2070;Zwijndrecht;595;Saint-Nicolas (Flandre orientale);AZ Nikolaas;0.2197712418300654;3672
11056;2070;Zwijndrecht;682;Anvers;AZ Monica;0.09395424836601307;3672
11057;2390;Malle;9;Anvers;Ziekenhuisnetwerk Antwerpen;0.07207207207207207;2553
11057;2390;Malle;63;Turnhout;AZ Turnhout;0.06462984723854288;2553
11057;2390;Malle;536;Malle;AZ Sint-Jozef Malle;0.6498237367802585;2553
11057;2390;Malle;682;Anvers;AZ Monica;0.08068938503721113;2553
12002;2590;Berlaar;26;Malines;AZ Sint-Maarten;0.1123024830699774;1772
12002;2590;Berlaar;97;Lierre;Heilig-Hartziekenhuis;0.572234762979684;1772
12002;2590;Berlaar;689;Bonheiden;Imelda Ziekenhuis;0.1156884875846501;1772
12005;2820;Bonheiden;26;Malines;AZ Sint-Maarten;0.0850295469468155;3046
12005;2820;Bonheiden;322;Louvain;UZ Leuven;0.07879185817465528;3046
12005;2820;Bonheiden;689;Bonheiden;Imelda Ziekenhuis;0.7609980302035456;3046
12007;2880;Bornem;12;Termonde;AZ Sint-Blasius;0.06362699639361154;3882
12007;2880;Bornem;104;Bornem;Sint-Jozefkliniek;0.5940236991241628;3882
12007;2880;Bornem;314;Rumst;AZ Heilige Familie;0.05486862442040186;3882
12007;2880;Bornem;595;Saint-Nicolas (Flandre orientale);AZ Nikolaas;0.09659969088098919;3882
12009;2570;Duffel;26;Malines;AZ Sint-Maarten;0.7165811965811966;2925
12009;2570;Duffel;97;Lierre;Heilig-Hartziekenhuis;0.06803418803418804;2925
12014;2220;Heist-op-den-Berg;26;Malines;AZ Sint-Maarten;0.07120371758357068;6671
12014;2220;Heist-op-den-Berg;97;Lierre;Heilig-Hartziekenhuis;0.2590316294408634;6671
12014;2220;Heist-op-den-Berg;308;Herentals;AZ Sint-Elisabeth Herentals;0.05141657922350472;6671
12014;2220;Heist-op-den-Berg;322;Louvain;UZ Leuven;0.08709338929695698;6671
12014;2220;Heist-op-den-Berg;689;Bonheiden;Imelda Ziekenhuis;0.4180782491380602;6671
12021;2500;Lierre;26;Malines;AZ Sint-Maarten;0.1396495071193866;5478
12021;2500;Lierre;97;Lierre;Heilig-Hartziekenhuis;0.5777656078860898;5478
12021;2500;Lierre;99;Anvers;GZA ziekenhuizen;0.07794815626140927;5478
12025;2800;Malines;26;Malines;AZ Sint-Maarten;0.5715675271230827;13365
12025;2800;Malines;322;Louvain;UZ Leuven;0.0508791619902731;13365
12025;2800;Malines;689;Bonheiden;Imelda Ziekenhuis;0.2419004863449308;13365
12026;2560;Nijlen;26;Malines;AZ Sint-Maarten;0.1010244735344337;3514
12026;2560;Nijlen;97;Lierre;Heilig-Hartziekenhuis;0.5725668753557199;3514
12026;2560;Nijlen;99;Anvers;GZA ziekenhuizen;0.0719977233921457;3514
12026;2560;Nijlen;308;Herentals;AZ Sint-Elisabeth Herentals;0.0543540125213432;3514
12029;2580;Putte;26;Malines;AZ Sint-Maarten;0.1299319727891156;2940
12029;2580;Putte;97;Lierre;Heilig-Hartziekenhuis;0.1265306122448979;2940
12029;2580;Putte;322;Louvain;UZ Leuven;0.07925170068027211;2940
12029;2580;Putte;689;Bonheiden;Imelda Ziekenhuis;0.5710884353741497;2940
12030;2870;Puurs;9;Anvers;Ziekenhuisnetwerk Antwerpen;0.05037783375314862;3176
12030;2870;Puurs;104;Bornem;Sint-Jozefkliniek;0.4005037783375315;3176
12030;2870;Puurs;314;Rumst;AZ Heilige Familie;0.235831234256927;3176
